label,scale,method,ene,delta,reldelta
Uracil ... Cyclopentane,0.9,PBE,3.331371891791337,6.381371891791337,2.0922530792758485
Uracil ... Cyclopentane,0.95,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-3.871325578886382,0.09867442111361813,0.024855017912750157
Uracil ... Cyclopentane,0.95,PBE+MBD(scs),-3.560456344147251,0.4095436558527492,0.10315961104603254
Uracil ... Cyclopentane,0.95,"PBE+MBD(vvpol,beta[0.8],17base)",-4.6225299080643785,-0.6525299080643783,-0.164365216137123
Uracil ... Cyclopentane,0.95,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.402143175073501,0.567856824926499,0.1430369836086899
Uracil ... Cyclopentane,0.95,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-3.098748884545363,0.8712511154546374,0.21945871925809504
Uracil ... Cyclopentane,0.95,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-3.102531007623659,0.8674689923763412,0.2185060434197333
Uracil ... Cyclopentane,0.95,PBE,1.3816072489996833,5.3516072489996835,1.3480119015112553
Uracil ... Cyclopentane,1.0,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-4.569234830819689,-0.4392348308196894,-0.10635225927837516
Uracil ... Cyclopentane,1.0,PBE+MBD(scs),-3.9557864931286577,0.17421350687134218,0.04218244718434436
Uracil ... Cyclopentane,1.0,"PBE+MBD(vvpol,beta[0.8],17base)",-4.91879585404706,-0.7887958540470601,-0.19099173221478452
Uracil ... Cyclopentane,1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.8612462481522103,0.2687537518477896,0.06507354766290305
Uracil ... Cyclopentane,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-3.6378144990953425,0.4921855009046574,0.11917324477110348
Uracil ... Cyclopentane,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-3.598108340834877,0.5318916591651228,0.12878732667436388
Uracil ... Cyclopentane,1.0,PBE,0.3078527131114676,4.437852713111467,1.0745406085015659
Uracil ... Cyclopentane,1.05,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-4.699608033778825,-0.7796080337788247,-0.1988796004537818
Uracil ... Cyclopentane,1.05,PBE+MBD(scs),-3.9056865365618743,0.014313463438125673,0.003651393734215733
Uracil ... Cyclopentane,1.05,"PBE+MBD(vvpol,beta[0.8],17base)",-4.753376931575479,-0.8333769315754793,-0.21259615601415288
Uracil ... Cyclopentane,1.05,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.8503476904081957,0.06965230959180424,0.017768446324439857
Uracil ... Cyclopentane,1.05,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-3.6718627613868,0.24813723861320014,0.06330031597275514
Uracil ... Cyclopentane,1.05,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-3.621674964923028,0.2983250350769717,0.07610332527473769
Uracil ... Cyclopentane,1.05,PBE,-0.2605660996535457,3.659433900346454,0.9335290562108302
Uracil ... Cyclopentane,1.1,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-4.447918989722268,-0.9079189897222681,-0.25647429088199664
Uracil ... Cyclopentane,1.1,PBE+MBD(scs),-3.6343295185521285,-0.09432951855212846,-0.02664675665314363
Uracil ... Cyclopentane,1.1,"PBE+MBD(vvpol,beta[0.8],17base)",-4.363480319602603,-0.823480319602603,-0.23262155920977487
Uracil ... Cyclopentane,1.1,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.601090810344189,-0.06109081034418917,-0.017257291057680556
Uracil ... Cyclopentane,1.1,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-3.4431341546498055,0.09686584535019449,0.027363233149772456
Uracil ... Cyclopentane,1.1,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-3.401170942416077,0.13882905758392283,0.039217247905062945
Uracil ... Cyclopentane,1.1,PBE,-0.5369388465892448,3.003061153410755,0.8483223597205523
Uracil ... Cyclopentane,1.25,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-2.9607867306023623,-0.6707867306023623,-0.2929199696953547
Uracil ... Cyclopentane,1.25,PBE+MBD(scs),-2.5017375601823724,-0.21173756018237233,-0.09246181667352503
Uracil ... Cyclopentane,1.25,"PBE+MBD(vvpol,beta[0.8],17base)",-2.9268923875011925,-0.6368923875011925,-0.278118946507071
Uracil ... Cyclopentane,1.25,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-2.486319574295906,-0.19631957429590585,-0.08572907174493705
Uracil ... Cyclopentane,1.25,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-2.363363054108826,-0.07336305410882593,-0.032036268169792985
Uracil ... Cyclopentane,1.25,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-2.364418596317481,-0.07441859631748082,-0.0324972036320877
Uracil ... Cyclopentane,1.25,PBE,-0.6283881416405883,1.6616118583594117,0.7255946979735423
Uracil ... Cyclopentane,1.5,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-1.3034891317894535,-0.28348913178945345,-0.27793052136220925
Uracil ... Cyclopentane,1.5,PBE+MBD(scs),-1.1467151076305215,-0.12671510763052152,-0.12423049767698188
Uracil ... Cyclopentane,1.5,"PBE+MBD(vvpol,beta[0.8],17base)",-1.3003789818755997,-0.28037898187559973,-0.27488135477999975
Uracil ... Cyclopentane,1.5,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-1.1291695413265441,-0.1091695413265441,-0.10702896208484716
Uracil ... Cyclopentane,1.5,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-1.0609532460459168,-0.04095324604591677,-0.040150241221487026
Uracil ... Cyclopentane,1.5,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-1.073509308900483,-0.053509308900483,-0.05246010676517941
Uracil ... Cyclopentane,1.5,PBE,-0.30888552882378334,0.7111144711762167,0.6971710501727615
Uracil ... Cyclopentane,2.0,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-0.30087289244130894,-0.05087289244130894,-0.20349156976523575
Uracil ... Cyclopentane,2.0,PBE+MBD(scs),-0.26309824637790663,-0.01309824637790663,-0.05239298551162652
Uracil ... Cyclopentane,2.0,"PBE+MBD(vvpol,beta[0.8],17base)",-0.2744321333938708,-0.024432133393870792,-0.09772853357548317
Uracil ... Cyclopentane,2.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-0.25042467690278625,-0.00042467690278624737,-0.0016987076111449895
Uracil ... Cyclopentane,2.0,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-0.2359067566862348,0.014093243313765214,0.056372973255060854
Uracil ... Cyclopentane,2.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-0.23683958959241508,0.013160410407584922,0.052641641630339686
Uracil ... Cyclopentane,2.0,PBE,-0.049483021409742096,0.2005169785902579,0.8020679143610316
Uracil ... Ethene,0.9,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-1.8130726337354435,0.7569273662645564,0.2945242670290103
Uracil ... Ethene,0.9,PBE+MBD(scs),-1.79362932431726,0.7763706756827398,0.302089757074996
Uracil ... Ethene,0.9,"PBE+MBD(vvpol,beta[0.8],17base)",-2.573025252206299,-0.0030252522062990117,-0.0011771409363031174
Uracil ... Ethene,0.9,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-1.7487711279578997,0.8212288720421002,0.3195443081875876
Uracil ... Ethene,0.9,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-1.603259621365951,0.9667403786340489,0.37616357145293733
Uracil ... Ethene,0.9,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-1.5911246486010089,0.978875351398991,0.380885350738907
Uracil ... Ethene,0.9,PBE,1.5256270245539025,4.095627024553902,1.5936291924334252
Uracil ... Ethene,0.95,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-3.015722548345186,0.22427745165481427,0.06922143569593033
Uracil ... Ethene,0.95,PBE+MBD(scs),-2.692394588447331,0.5476054115526692,0.16901401591131762
Uracil ... Ethene,0.95,"PBE+MBD(vvpol,beta[0.8],17base)",-3.3800007587849907,-0.14000075878499052,-0.043210110736108184
Uracil ... Ethene,0.95,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-2.6550309566740853,0.5849690433259149,0.18054600102651694
Uracil ... Ethene,0.95,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-2.5714859297041213,0.668514070295879,0.2063315031777404
Uracil ... Ethene,0.95,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-2.5148598876809034,0.7251401123190968,0.22380867664169654
Uracil ... Ethene,0.95,PBE,0.2360913017713215,3.4760913017713215,1.0728676857318893
Uracil ... Ethene,1.0,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-3.5126235253246403,-0.1326235253246404,-0.03923772938598828
Uracil ... Ethene,1.0,PBE+MBD(scs),-3.024881626271473,0.35511837372852684,0.10506460761199019
Uracil ... Ethene,1.0,"PBE+MBD(vvpol,beta[0.8],17base)",-3.613564500899325,-0.233564500899325,-0.06910192334299557
Uracil ... Ethene,1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-2.9858943237486413,0.3941056762513586,0.11659931250040197
Uracil ... Ethene,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-2.9299616062309455,0.4500383937690544,0.13314745377782675
Uracil ... Ethene,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-2.86191370429467,0.5180862957053298,0.1532799691435887
Uracil ... Ethene,1.0,PBE,-0.47480635266761007,2.90519364733239,0.8595247477314764
Uracil ... Ethene,1.05,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-3.553650555881126,-0.313650555881126,-0.09680572712380432
Uracil ... Ethene,1.05,PBE+MBD(scs),-3.03210107620937,0.20789892379063035,0.06416633450328096
Uracil ... Ethene,1.05,"PBE+MBD(vvpol,beta[0.8],17base)",-3.525855793080297,-0.28585579308029674,-0.08822709662972121
Uracil ... Ethene,1.05,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-2.9892543256732766,0.25074567432672357,0.0773906402242974
Uracil ... Ethene,1.05,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-2.9412913454456056,0.29870865455439466,0.09219402918345514
Uracil ... Ethene,1.05,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-2.881973038207272,0.3580269617927283,0.11050214870145934
Uracil ... Ethene,1.05,PBE,-0.836858202081535,2.4031417979184653,0.7417104314563164
Uracil ... Ethene,1.1,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-3.3269687777750923,-0.3669687777750923,-0.12397593843753119
Uracil ... Ethene,1.1,PBE+MBD(scs),-2.8644754597970734,0.09552454020292656,0.032271804122610326
Uracil ... Ethene,1.1,"PBE+MBD(vvpol,beta[0.8],17base)",-3.273566448990082,-0.31356644899008224,-0.10593461114529805
Uracil ... Ethene,1.1,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-2.8188457192806458,0.1411542807193542,0.04768725699978183
Uracil ... Ethene,1.1,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-2.770061470564805,0.18993852943519496,0.06416842210648478
Uracil ... Ethene,1.1,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-2.728005368201579,0.23199463179842095,0.07837656479676383
Uracil ... Ethene,1.1,PBE,-0.9912366822339227,1.9687633177660773,0.6651227424885396
Uracil ... Ethene,1.25,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-2.2581648080871703,-0.26816480808717036,-0.1347561849684273
Uracil ... Ethene,1.25,PBE+MBD(scs),-2.0548091608647856,-0.06480916086478561,-0.032567417519992765
Uracil ... Ethene,1.25,"PBE+MBD(vvpol,beta[0.8],17base)",-2.2830537333782424,-0.29305373337824236,-0.14726318260213184
Uracil ... Ethene,1.25,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-2.0131121808874664,-0.02311218088746636,-0.011614161249983096
Uracil ... Ethene,1.25,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-1.9585030173128835,0.03149698268711654,0.015827629491013337
Uracil ... Ethene,1.25,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-1.9562599596422048,0.03374004035779521,0.016954794149645833
Uracil ... Ethene,1.25,PBE,-0.924329968395913,1.065670031604087,0.5355125786955212
Uracil ... Ethene,1.5,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-1.0607047791289959,-0.1307047791289958,-0.14054277325698472
Uracil ... Ethene,1.5,PBE+MBD(scs),-1.0032164062009852,-0.07321640620098513,-0.07872731849568293
Uracil ... Ethene,1.5,"PBE+MBD(vvpol,beta[0.8],17base)",-1.091519566509039,-0.16151956650903887,-0.17367695323552565
Uracil ... Ethene,1.5,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-0.9769056479842291,-0.046905647984229026,-0.05043618062820325
Uracil ... Ethene,1.5,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-0.9427890658334555,-0.012789065833455404,-0.01375168369188753
Uracil ... Ethene,1.5,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-0.9498510281251806,-0.01985102812518058,-0.021345191532452238
Uracil ... Ethene,1.5,PBE,-0.5150543664133647,0.4149456335866354,0.4461781006307907
Uracil ... Ethene,2.0,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-0.273944097771974,-0.023944097771973982,-0.09577639108789593
Uracil ... Ethene,2.0,PBE+MBD(scs),-0.2620467067051873,-0.012046706705187316,-0.04818682682074926
Uracil ... Ethene,2.0,"PBE+MBD(vvpol,beta[0.8],17base)",-0.27457777027065683,-0.02457777027065683,-0.09831108108262732
Uracil ... Ethene,2.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-0.24952456613279592,0.00047543386720408365,0.0019017354688163346
Uracil ... Ethene,2.0,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-0.24453951726395853,0.0054604827360414665,0.021841930944165866
Uracil ... Ethene,2.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-0.24435848307321667,0.00564151692678333,0.02256606770713332
Uracil ... Ethene,2.0,PBE,-0.14986925340936874,0.10013074659063126,0.40052298636252504
Uracil ... Ethyne,0.9,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-1.7769980816106445,1.0130019183893555,0.36308312487073674
Uracil ... Ethyne,0.9,PBE+MBD(scs),-2.004981938531868,0.7850180614681319,0.2813684808129505
Uracil ... Ethyne,0.9,"PBE+MBD(vvpol,beta[0.8],17base)",-2.6007553034489734,0.1892446965510266,0.06782964034086975
Uracil ... Ethyne,0.9,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-1.9453815533580916,0.8446184466419084,0.30273062603652634
Uracil ... Ethyne,0.9,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-1.7950332951314938,0.9949667048685062,0.3566188906338732
Uracil ... Ethyne,0.9,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-1.8258519041187504,0.9641480958812496,0.3455727942226701
Uracil ... Ethyne,0.9,PBE,0.8574022716316568,3.6474022716316568,1.3073126421618841
Uracil ... Ethyne,0.95,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-3.07438745832936,0.48561254167064005,0.1364080173232135
Uracil ... Ethyne,0.95,PBE+MBD(scs),-2.9883115982887745,0.5716884017112256,0.16058662969416448
Uracil ... Ethyne,0.95,"PBE+MBD(vvpol,beta[0.8],17base)",-3.5169527205631335,0.04304727943686659,0.012091932426086121
Uracil ... Ethyne,0.95,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-2.9359168010947063,0.6240831989052937,0.1753042693554196
Uracil ... Ethyne,0.95,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-2.8525869562465638,0.7074130437534363,0.19871152914422366
Uracil ... Ethyne,0.95,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-2.828961682116389,0.7310383178836108,0.20534784210213788
Uracil ... Ethyne,0.95,PBE,-0.44111542846808344,3.1188845715319164,0.8760911717786282
Uracil ... Ethyne,1.0,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-3.62738229662446,0.11261770337554022,0.03011168539452947
Uracil ... Ethyne,1.0,PBE+MBD(scs),-3.3502605987263534,0.3897394012736468,0.1042083960624724
Uracil ... Ethyne,1.0,"PBE+MBD(vvpol,beta[0.8],17base)",-3.8043851842600658,-0.06438518426006556,-0.01721528990910844
Uracil ... Ethyne,1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.297518611629937,0.4424813883700631,0.11831053164974949
Uracil ... Ethyne,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-3.249401081119672,0.49059891888032814,0.1311761815188043
Uracil ... Ethyne,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-3.2030415224892863,0.5369584775107139,0.14357178543067217
Uracil ... Ethyne,1.0,PBE,-1.1141417450617908,2.6258582549382092,0.7021011376840132
Uracil ... Ethyne,1.05,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-3.704958371984351,-0.114958371984351,-0.03202183063630947
Uracil ... Ethyne,1.05,PBE+MBD(scs),-3.357429316883379,0.232570683116621,0.06478292008819526
Uracil ... Ethyne,1.05,"PBE+MBD(vvpol,beta[0.8],17base)",-3.7384645802033005,-0.14846458020330067,-0.04135503626832888
Uracil ... Ethyne,1.05,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.302136646787976,0.28786335321202383,0.08018477805348853
Uracil ... Ethyne,1.05,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-3.2675339575510494,0.3224660424489505,0.08982341015291101
Uracil ... Ethyne,1.05,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-3.219195507604888,0.37080449239511193,0.10328815944153535
Uracil ... Ethyne,1.05,PBE,-1.4178069300663847,2.1721930699336154,0.6050677075023998
Uracil ... Ethyne,1.1,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-3.509307641830368,-0.2193076418303681,-0.06665885769920003
Uracil ... Ethyne,1.1,PBE+MBD(scs),-3.173770660349441,0.11622933965055893,0.03532806676308782
Uracil ... Ethyne,1.1,"PBE+MBD(vvpol,beta[0.8],17base)",-3.488697904857239,-0.19869790485723904,-0.06039449995660761
Uracil ... Ethyne,1.1,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.1167204099206813,0.1732795900793187,0.05266856841316678
Uracil ... Ethyne,1.1,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-3.085374046801608,0.20462595319839183,0.06219633835817381
Uracil ... Ethyne,1.1,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-3.0460884078429227,0.24391159215707736,0.0741372620538229
Uracil ... Ethyne,1.1,PBE,-1.507229979755087,1.782770020244913,0.5418753860926787
Uracil ... Ethyne,1.25,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-2.4520749200388927,-0.22207492003889273,-0.0995851659367232
Uracil ... Ethyne,1.25,PBE+MBD(scs),-2.2849048257571485,-0.0549048257571485,-0.024620998097376008
Uracil ... Ethyne,1.25,"PBE+MBD(vvpol,beta[0.8],17base)",-2.456671804365156,-0.22667180436515588,-0.1016465490426708
Uracil ... Ethyne,1.25,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-2.233143950700914,-0.003143950700914111,-0.001409843363638615
Uracil ... Ethyne,1.25,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-2.196156806275644,0.03384319372435618,0.015176320055765103
Uracil ... Ethyne,1.25,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-2.1885975163010647,0.04140248369893529,0.018566136187863357
Uracil ... Ethyne,1.25,PBE,-1.2635668413264318,0.9664331586735682,0.433378098059896
Uracil ... Ethyne,1.5,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-1.1609579056538697,-0.12095790565386966,-0.1163056785133362
Uracil ... Ethyne,1.5,PBE+MBD(scs),-1.117382249935276,-0.07738224993527587,-0.07440600955314987
Uracil ... Ethyne,1.5,"PBE+MBD(vvpol,beta[0.8],17base)",-1.18001922362688,-0.14001922362688002,-0.13463386887200002
Uracil ... Ethyne,1.5,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-1.0846755697348436,-0.044675569734843545,-0.04295727859119571
Uracil ... Ethyne,1.5,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-1.0586365809374476,-0.018636580937447578,-0.01791978936293036
Uracil ... Ethyne,1.5,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-1.0623746128069584,-0.022374612806958405,-0.021514050775921542
Uracil ... Ethyne,1.5,PBE,-0.6716569096755772,0.3683430903244228,0.35417604838886807
Uracil ... Ethyne,2.0,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-0.2915104781977937,-0.02151047819779367,-0.07966843776960618
Uracil ... Ethyne,2.0,PBE+MBD(scs),-0.28290313660299016,-0.01290313660299014,-0.047789394825889404
Uracil ... Ethyne,2.0,"PBE+MBD(vvpol,beta[0.8],17base)",-0.29135992713188147,-0.02135992713188145,-0.07911084122919056
Uracil ... Ethyne,2.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-0.2704225894188711,-0.0004225894188710777,-0.0015651459958188063
Uracil ... Ethyne,2.0,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-0.26584052572140954,0.00415947427859048,0.015405460291075852
Uracil ... Ethyne,2.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-0.2653060259797159,0.004693974020284097,0.017385088964015173
Uracil ... Ethyne,2.0,PBE,-0.17907001177240092,0.0909299882275991,0.3367777341762929
Uracil ... Neopentane,0.9,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-2.334133070322766,0.5358669296772343,0.18671321591541262
Uracil ... Neopentane,0.9,PBE+MBD(scs),-2.472205471935966,0.39779452806403404,0.13860436517910593
Uracil ... Neopentane,0.9,"PBE+MBD(vvpol,beta[0.8],17base)",-3.5582901388430526,-0.6882901388430525,-0.23982234802893812
Uracil ... Neopentane,0.9,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-2.3626739630987075,0.5073260369012926,0.17676865397257582
Uracil ... Neopentane,0.9,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-2.0126263895327705,0.8573736104672296,0.29873644964014967
Uracil ... Neopentane,0.9,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-2.098724568470135,0.7712754315298649,0.26873708415674735
Uracil ... Neopentane,0.9,PBE,2.196683272876701,5.066683272876701,1.7653948685981535
Uracil ... Neopentane,0.95,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-3.695702112944131,-0.09570211294413111,-0.026583920262258642
Uracil ... Neopentane,0.95,PBE+MBD(scs),-3.4115174893346167,0.18848251066538335,0.05235625296260649
Uracil ... Neopentane,0.95,"PBE+MBD(vvpol,beta[0.8],17base)",-4.4216771533848735,-0.8216771533848735,-0.2282436537180204
Uracil ... Neopentane,0.95,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.3743884910363393,0.22561150896366078,0.06266986360101688
Uracil ... Neopentane,0.95,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-3.1265108163358493,0.4734891836641508,0.1315247732400419
Uracil ... Neopentane,0.95,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-3.1341082023949607,0.4658917976050394,0.12941438822362206
Uracil ... Neopentane,0.95,PBE,0.6390415587502963,4.239041558750296,1.1775115440973045
Uracil ... Neopentane,1.0,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-4.247367159473604,-0.5473671594736036,-0.14793707012800097
Uracil ... Neopentane,1.0,PBE+MBD(scs),-3.667164525891337,0.03283547410866339,0.008874452461800915
Uracil ... Neopentane,1.0,"PBE+MBD(vvpol,beta[0.8],17base)",-4.573292727170813,-0.8732927271708126,-0.23602506139751692
Uracil ... Neopentane,1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.671285371656011,0.02871462834398919,0.007760710363240321
Uracil ... Neopentane,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-3.487763307650626,0.21223669234937415,0.05736126820253355
Uracil ... Neopentane,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-3.462248885976243,0.23775111402375737,0.06425705784425875
Uracil ... Neopentane,1.0,PBE,-0.1898998601303578,3.5101001398696425,0.9486757134782817
Uracil ... Neopentane,1.05,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-4.26382749851583,-0.7738274985158302,-0.22172707693863328
Uracil ... Neopentane,1.05,PBE+MBD(scs),-3.5639653334632917,-0.07396533346329148,-0.021193505290341398
Uracil ... Neopentane,1.05,"PBE+MBD(vvpol,beta[0.8],17base)",-4.354636280165715,-0.8646362801657146,-0.2477467851477692
Uracil ... Neopentane,1.05,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.588339306579539,-0.09833930657953882,-0.0281774517419882
Uracil ... Neopentane,1.05,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-3.436844386609201,0.05315561339079933,0.01523083478246399
Uracil ... Neopentane,1.05,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-3.4072469798685776,0.0827530201314226,0.023711467086367507
Uracil ... Neopentane,1.05,PBE,-0.603410848695443,2.886589151304557,0.8271029086832542
Uracil ... Neopentane,1.1,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-3.954151359068623,-0.8041513590686229,-0.2552861457360708
Uracil ... Neopentane,1.1,PBE+MBD(scs),-3.287437730772678,-0.13743773077267818,-0.043631025642120055
Uracil ... Neopentane,1.1,"PBE+MBD(vvpol,beta[0.8],17base)",-3.963430304971248,-0.8134303049712481,-0.2582318428480153
Uracil ... Neopentane,1.1,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.3190656327776056,-0.16906563277760567,-0.05367162945320815
Uracil ... Neopentane,1.1,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-3.1805182230139026,-0.030518223013902723,-0.009688324766318325
Uracil ... Neopentane,1.1,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-3.159809195105913,-0.009809195105912938,-0.0031140301923533137
Uracil ... Neopentane,1.1,PBE,-0.7800678086562455,2.3699321913437545,0.7523594258234142
