group,label,fragment,i_atom,species,hirsh_ratios,vv_ratios,alpha_0_free,alpha_0_vv_free,alpha_0_hirsh,alpha_0_rsscs,alpha_0_vv,alpha_0_vv[nm],alpha_0_vvcorr,C6_vv,C6_vv_nm,Rvdw_free,Rvdw_17_free,Rvdw_hirsh,Rvdw_vv17,Rvdw_vvcorr17,group
M,Benzene ... AcNH2 (NH-pi),fragment-2,9,H,0.61,0.38,4.5,5.78,2.73,1.87,2.19,2.19,1.7,2.12,2.12,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... AcOH (OH-pi),complex,1,C,0.81,0.69,12.0,11.96,9.76,8.81,8.22,8.12,8.25,30.81,30.62,3.59,3.57,3.35,3.38,3.38,M
M,Benzene ... AcOH (OH-pi),complex,2,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.22,1.74,2.19,2.19,3.1,3.1,2.63,2.8,2.71,M
M,Benzene ... AcOH (OH-pi),complex,3,C,0.81,0.68,12.0,11.96,9.77,8.82,8.18,8.13,8.2,30.8,30.66,3.59,3.57,3.35,3.38,3.38,M
M,Benzene ... AcOH (OH-pi),complex,4,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.74,2.2,2.2,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... AcOH (OH-pi),complex,5,C,0.81,0.68,12.0,11.96,9.77,8.82,8.17,8.13,8.2,30.79,30.65,3.59,3.57,3.35,3.37,3.38,M
M,Benzene ... AcOH (OH-pi),complex,6,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.74,2.2,2.2,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... AcOH (OH-pi),complex,7,C,0.81,0.68,12.0,11.96,9.77,8.82,8.18,8.12,8.21,30.81,30.64,3.59,3.57,3.35,3.38,3.38,M
M,Benzene ... AcOH (OH-pi),complex,8,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.74,2.2,2.2,3.1,3.1,2.63,2.8,2.71,M
M,Benzene ... AcOH (OH-pi),complex,9,C,0.81,0.69,12.0,11.96,9.76,8.81,8.23,8.13,8.25,30.83,30.65,3.59,3.57,3.35,3.38,3.38,M
M,Benzene ... AcOH (OH-pi),complex,10,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.22,1.74,2.19,2.19,3.1,3.1,2.63,2.8,2.71,M
M,Benzene ... AcOH (OH-pi),complex,11,C,0.81,0.69,12.0,11.96,9.76,8.81,8.28,8.13,8.31,30.82,30.61,3.59,3.57,3.35,3.38,3.38,M
M,Benzene ... AcOH (OH-pi),complex,12,H,0.61,0.39,4.5,5.78,2.74,2.16,2.25,2.22,1.76,2.19,2.18,3.1,3.1,2.63,2.81,2.71,M
M,Benzene ... AcOH (OH-pi),complex,13,C,0.82,0.57,12.0,11.96,9.89,10.41,6.82,6.8,6.84,22.77,22.72,3.59,3.57,3.37,3.29,3.29,M
M,Benzene ... AcOH (OH-pi),complex,14,O,0.97,1.1,5.4,5.36,5.22,4.35,5.91,5.89,5.96,21.74,21.73,3.19,3.18,3.15,3.22,3.23,M
M,Benzene ... AcOH (OH-pi),complex,15,O,0.88,1.03,5.4,5.36,4.75,4.31,5.52,5.51,5.55,19.75,19.74,3.19,3.18,3.06,3.19,3.19,M
M,Benzene ... AcOH (OH-pi),complex,16,H,0.64,0.44,4.5,5.78,2.89,2.4,2.55,1.72,1.99,1.39,1.27,3.1,3.1,2.67,2.86,2.76,M
M,Benzene ... AcOH (OH-pi),complex,17,C,0.76,0.63,12.0,11.96,9.08,10.03,7.52,7.52,7.54,28.3,28.29,3.59,3.57,3.27,3.33,3.34,M
M,Benzene ... AcOH (OH-pi),complex,18,H,0.6,0.37,4.5,5.78,2.7,1.76,2.15,2.15,1.68,2.07,2.07,3.1,3.1,2.61,2.79,2.69,M
M,Benzene ... AcOH (OH-pi),complex,19,H,0.59,0.37,4.5,5.78,2.66,1.84,2.14,2.14,1.67,2.08,2.08,3.1,3.1,2.6,2.79,2.69,M
M,Benzene ... AcOH (OH-pi),complex,20,H,0.59,0.37,4.5,5.78,2.67,1.84,2.15,2.15,1.67,2.08,2.08,3.1,3.1,2.6,2.79,2.69,M
M,Benzene ... AcOH (OH-pi),fragment-1,1,C,0.81,0.68,12.0,11.96,9.77,8.82,8.14,8.11,8.16,30.74,30.59,3.59,3.57,3.35,3.37,3.37,M
M,Benzene ... AcOH (OH-pi),fragment-1,2,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... AcOH (OH-pi),fragment-1,3,C,0.81,0.68,12.0,11.96,9.77,8.82,8.14,8.11,8.16,30.73,30.61,3.59,3.57,3.35,3.37,3.37,M
M,Benzene ... AcOH (OH-pi),fragment-1,4,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... AcOH (OH-pi),fragment-1,5,C,0.81,0.68,12.0,11.96,9.77,8.82,8.14,8.11,8.16,30.72,30.59,3.59,3.57,3.35,3.37,3.37,M
M,Benzene ... AcOH (OH-pi),fragment-1,6,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... AcOH (OH-pi),fragment-1,7,C,0.81,0.68,12.0,11.96,9.77,8.82,8.14,8.11,8.16,30.73,30.58,3.59,3.57,3.35,3.37,3.37,M
M,Benzene ... AcOH (OH-pi),fragment-1,8,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... AcOH (OH-pi),fragment-1,9,C,0.81,0.68,12.0,11.96,9.77,8.82,8.14,8.12,8.17,30.74,30.63,3.59,3.57,3.35,3.37,3.37,M
M,Benzene ... AcOH (OH-pi),fragment-1,10,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... AcOH (OH-pi),fragment-1,11,C,0.81,0.68,12.0,11.96,9.77,8.82,8.14,8.11,8.16,30.73,30.61,3.59,3.57,3.35,3.37,3.37,M
M,Benzene ... AcOH (OH-pi),fragment-1,12,H,0.61,0.38,4.5,5.78,2.74,2.16,2.22,2.22,1.73,2.19,2.19,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... AcOH (OH-pi),fragment-2,1,C,0.82,0.57,12.0,11.96,9.89,10.4,6.8,6.8,6.82,22.75,22.71,3.59,3.57,3.37,3.29,3.29,M
M,Benzene ... AcOH (OH-pi),fragment-2,2,O,0.97,1.1,5.4,5.36,5.22,4.36,5.89,5.89,5.93,21.71,21.71,3.19,3.18,3.15,3.22,3.22,M
M,Benzene ... AcOH (OH-pi),fragment-2,3,O,0.88,1.03,5.4,5.36,4.75,4.32,5.51,5.51,5.55,19.75,19.75,3.19,3.18,3.06,3.19,3.19,M
M,Benzene ... AcOH (OH-pi),fragment-2,4,H,0.62,0.29,4.5,5.78,2.81,2.33,1.65,1.65,1.29,1.24,1.24,3.1,3.1,2.65,2.69,2.59,M
M,Benzene ... AcOH (OH-pi),fragment-2,5,C,0.76,0.63,12.0,11.96,9.07,10.02,7.51,7.51,7.54,28.27,28.27,3.59,3.57,3.27,3.33,3.34,M
M,Benzene ... AcOH (OH-pi),fragment-2,6,H,0.6,0.37,4.5,5.78,2.7,1.76,2.15,2.15,1.67,2.07,2.07,3.1,3.1,2.61,2.79,2.69,M
M,Benzene ... AcOH (OH-pi),fragment-2,7,H,0.59,0.37,4.5,5.78,2.66,1.84,2.14,2.14,1.67,2.07,2.07,3.1,3.1,2.6,2.79,2.69,M
M,Benzene ... AcOH (OH-pi),fragment-2,8,H,0.59,0.37,4.5,5.78,2.66,1.84,2.14,2.14,1.67,2.08,2.08,3.1,3.1,2.6,2.79,2.69,M
M,Benzene ... Ethyne (CH-pi),complex,1,C,0.81,0.68,12.0,11.96,9.76,8.81,8.17,8.12,8.2,30.74,30.61,3.59,3.57,3.35,3.37,3.38,M
M,Benzene ... Ethyne (CH-pi),complex,2,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.22,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... Ethyne (CH-pi),complex,3,C,0.81,0.68,12.0,11.96,9.76,8.81,8.16,8.11,8.19,30.74,30.6,3.59,3.57,3.35,3.37,3.38,M
M,Benzene ... Ethyne (CH-pi),complex,4,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.22,1.74,2.2,2.2,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... Ethyne (CH-pi),complex,5,C,0.81,0.68,12.0,11.96,9.76,8.81,8.16,8.11,8.19,30.74,30.58,3.59,3.57,3.35,3.37,3.38,M
M,Benzene ... Ethyne (CH-pi),complex,6,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.22,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... Ethyne (CH-pi),complex,7,C,0.81,0.68,12.0,11.96,9.76,8.81,8.16,8.12,8.19,30.74,30.61,3.59,3.57,3.35,3.37,3.38,M
M,Benzene ... Ethyne (CH-pi),complex,8,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.22,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... Ethyne (CH-pi),complex,9,C,0.81,0.68,12.0,11.96,9.76,8.81,8.16,8.11,8.19,30.75,30.6,3.59,3.57,3.35,3.37,3.38,M
M,Benzene ... Ethyne (CH-pi),complex,10,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.22,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... Ethyne (CH-pi),complex,11,C,0.81,0.68,12.0,11.96,9.76,8.81,8.16,8.11,8.19,30.74,30.58,3.59,3.57,3.35,3.37,3.38,M
M,Benzene ... Ethyne (CH-pi),complex,12,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.22,1.74,2.2,2.2,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... Ethyne (CH-pi),complex,13,C,0.83,0.74,12.0,11.96,9.92,9.01,8.87,8.87,8.9,34.93,34.91,3.59,3.57,3.37,3.41,3.42,M
M,Benzene ... Ethyne (CH-pi),complex,14,H,0.6,0.42,4.5,5.78,2.72,2.53,2.45,2.06,1.91,1.93,1.89,3.1,3.1,2.62,2.84,2.74,M
M,Benzene ... Ethyne (CH-pi),complex,15,C,0.83,0.74,12.0,11.96,9.92,9.02,8.88,8.88,8.91,34.98,34.96,3.59,3.57,3.37,3.42,3.42,M
M,Benzene ... Ethyne (CH-pi),complex,16,H,0.59,0.35,4.5,5.78,2.67,2.47,2.03,2.03,1.58,1.88,1.88,3.1,3.1,2.61,2.77,2.67,M
M,Benzene ... Ethyne (CH-pi),fragment-1,1,C,0.81,0.68,12.0,11.96,9.77,8.82,8.14,8.11,8.16,30.71,30.6,3.59,3.57,3.35,3.37,3.37,M
M,Benzene ... Ethyne (CH-pi),fragment-1,2,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... Ethyne (CH-pi),fragment-1,3,C,0.81,0.68,12.0,11.96,9.77,8.82,8.14,8.11,8.16,30.72,30.59,3.59,3.57,3.35,3.37,3.37,M
M,Benzene ... Ethyne (CH-pi),fragment-1,4,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... Ethyne (CH-pi),fragment-1,5,C,0.81,0.68,12.0,11.96,9.77,8.82,8.14,8.11,8.16,30.72,30.56,3.59,3.57,3.35,3.37,3.37,M
M,Benzene ... Ethyne (CH-pi),fragment-1,6,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... Ethyne (CH-pi),fragment-1,7,C,0.81,0.68,12.0,11.96,9.77,8.82,8.14,8.11,8.16,30.72,30.6,3.59,3.57,3.35,3.37,3.37,M
M,Benzene ... Ethyne (CH-pi),fragment-1,8,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... Ethyne (CH-pi),fragment-1,9,C,0.81,0.68,12.0,11.96,9.77,8.82,8.14,8.11,8.16,30.72,30.59,3.59,3.57,3.35,3.37,3.37,M
M,Benzene ... Ethyne (CH-pi),fragment-1,10,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... Ethyne (CH-pi),fragment-1,11,C,0.81,0.68,12.0,11.96,9.77,8.82,8.14,8.11,8.16,30.72,30.57,3.59,3.57,3.35,3.37,3.37,M
M,Benzene ... Ethyne (CH-pi),fragment-1,12,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... Ethyne (CH-pi),fragment-2,1,C,0.83,0.74,12.0,11.96,9.91,9.01,8.88,8.87,8.9,34.95,34.93,3.59,3.57,3.37,3.42,3.42,M
M,Benzene ... Ethyne (CH-pi),fragment-2,2,H,0.59,0.35,4.5,5.78,2.67,2.47,2.03,2.03,1.58,1.88,1.88,3.1,3.1,2.6,2.77,2.67,M
M,Benzene ... Ethyne (CH-pi),fragment-2,3,C,0.83,0.74,12.0,11.96,9.91,9.0,8.87,8.86,8.89,34.9,34.88,3.59,3.57,3.37,3.41,3.42,M
M,Benzene ... Ethyne (CH-pi),fragment-2,4,H,0.59,0.35,4.5,5.78,2.67,2.47,2.03,2.03,1.58,1.87,1.87,3.1,3.1,2.6,2.77,2.67,M
M,Benzene ... MeOH (OH-pi),complex,1,C,0.81,0.68,12.0,11.96,9.75,8.81,8.18,8.12,8.21,30.77,30.61,3.59,3.57,3.35,3.38,3.38,M
M,Benzene ... MeOH (OH-pi),complex,2,H,0.61,0.38,4.5,5.78,2.74,2.16,2.22,2.22,1.73,2.19,2.19,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... MeOH (OH-pi),complex,3,C,0.81,0.69,12.0,11.96,9.76,8.81,8.2,8.12,8.22,30.78,30.62,3.59,3.57,3.35,3.38,3.38,M
M,Benzene ... MeOH (OH-pi),complex,4,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.22,1.73,2.19,2.19,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... MeOH (OH-pi),complex,5,C,0.81,0.69,12.0,11.96,9.76,8.81,8.2,8.12,8.22,30.79,30.62,3.59,3.57,3.35,3.38,3.38,M
M,Benzene ... MeOH (OH-pi),complex,6,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.74,2.2,2.2,3.1,3.1,2.63,2.8,2.71,M
M,Benzene ... MeOH (OH-pi),complex,7,C,0.81,0.69,12.0,11.96,9.76,8.82,8.22,8.12,8.25,30.8,30.63,3.59,3.57,3.35,3.38,3.38,M
M,Benzene ... MeOH (OH-pi),complex,8,H,0.61,0.39,4.5,5.78,2.74,2.16,2.24,2.23,1.75,2.2,2.2,3.1,3.1,2.63,2.81,2.71,M
M,Benzene ... MeOH (OH-pi),complex,9,C,0.81,0.69,12.0,11.96,9.76,8.81,8.2,8.12,8.23,30.79,30.63,3.59,3.57,3.35,3.38,3.38,M
M,Benzene ... MeOH (OH-pi),complex,10,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.74,2.2,2.2,3.1,3.1,2.63,2.8,2.71,M
M,Benzene ... MeOH (OH-pi),complex,11,C,0.81,0.68,12.0,11.96,9.76,8.81,8.19,8.12,8.22,30.77,30.61,3.59,3.57,3.35,3.38,3.38,M
M,Benzene ... MeOH (OH-pi),complex,12,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.22,1.73,2.19,2.19,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... MeOH (OH-pi),complex,13,O,0.91,1.06,5.4,5.36,4.92,4.7,5.67,5.67,5.71,20.88,20.87,3.19,3.18,3.09,3.2,3.21,M
M,Benzene ... MeOH (OH-pi),complex,14,H,0.62,0.38,4.5,5.78,2.77,2.22,2.22,1.6,1.73,1.29,1.21,3.1,3.1,2.64,2.8,2.7,M
M,Benzene ... MeOH (OH-pi),complex,15,C,0.75,0.61,12.0,11.96,9.06,10.02,7.24,7.14,7.27,26.32,26.22,3.59,3.57,3.27,3.32,3.32,M
M,Benzene ... MeOH (OH-pi),complex,16,H,0.59,0.35,4.5,5.78,2.66,1.87,2.05,2.05,1.59,1.98,1.98,3.1,3.1,2.6,2.77,2.67,M
M,Benzene ... MeOH (OH-pi),complex,17,H,0.59,0.39,4.5,5.78,2.66,1.86,2.26,2.16,1.76,2.16,2.15,3.1,3.1,2.6,2.81,2.71,M
M,Benzene ... MeOH (OH-pi),complex,18,H,0.59,0.39,4.5,5.78,2.66,1.86,2.26,2.16,1.76,2.16,2.15,3.1,3.1,2.6,2.81,2.71,M
M,Benzene ... MeOH (OH-pi),fragment-1,1,C,0.81,0.68,12.0,11.96,9.77,8.82,8.14,8.11,8.16,30.74,30.61,3.59,3.57,3.35,3.37,3.37,M
M,Benzene ... MeOH (OH-pi),fragment-1,2,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... MeOH (OH-pi),fragment-1,3,C,0.81,0.68,12.0,11.96,9.77,8.82,8.14,8.11,8.16,30.74,30.61,3.59,3.57,3.35,3.37,3.37,M
M,Benzene ... MeOH (OH-pi),fragment-1,4,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... MeOH (OH-pi),fragment-1,5,C,0.81,0.68,12.0,11.96,9.77,8.82,8.14,8.11,8.16,30.72,30.58,3.59,3.57,3.35,3.37,3.37,M
M,Benzene ... MeOH (OH-pi),fragment-1,6,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... MeOH (OH-pi),fragment-1,7,C,0.81,0.68,12.0,11.96,9.77,8.82,8.13,8.11,8.16,30.71,30.58,3.59,3.57,3.35,3.37,3.37,M
M,Benzene ... MeOH (OH-pi),fragment-1,8,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... MeOH (OH-pi),fragment-1,9,C,0.81,0.68,12.0,11.96,9.77,8.82,8.14,8.11,8.16,30.72,30.59,3.59,3.57,3.35,3.37,3.37,M
M,Benzene ... MeOH (OH-pi),fragment-1,10,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... MeOH (OH-pi),fragment-1,11,C,0.81,0.68,12.0,11.96,9.77,8.82,8.14,8.11,8.16,30.72,30.59,3.59,3.57,3.35,3.37,3.37,M
M,Benzene ... MeOH (OH-pi),fragment-1,12,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... MeOH (OH-pi),fragment-2,1,O,0.91,1.06,5.4,5.36,4.91,4.71,5.67,5.66,5.71,20.87,20.86,3.19,3.18,3.09,3.2,3.21,M
M,Benzene ... MeOH (OH-pi),fragment-2,2,H,0.59,0.27,4.5,5.78,2.68,2.14,1.54,1.54,1.2,1.19,1.19,3.1,3.1,2.61,2.66,2.57,M
M,Benzene ... MeOH (OH-pi),fragment-2,3,C,0.75,0.6,12.0,11.96,9.04,10.0,7.14,7.13,7.16,26.25,26.19,3.59,3.57,3.27,3.31,3.31,M
M,Benzene ... MeOH (OH-pi),fragment-2,4,H,0.59,0.35,4.5,5.78,2.65,1.86,2.04,2.04,1.59,1.97,1.97,3.1,3.1,2.6,2.77,2.67,M
M,Benzene ... MeOH (OH-pi),fragment-2,5,H,0.59,0.37,4.5,5.78,2.64,1.85,2.15,2.15,1.68,2.14,2.14,3.1,3.1,2.59,2.79,2.69,M
M,Benzene ... MeOH (OH-pi),fragment-2,6,H,0.59,0.37,4.5,5.78,2.64,1.85,2.15,2.15,1.68,2.14,2.14,3.1,3.1,2.59,2.79,2.69,M
M,Benzene ... Peptide (NH-pi),complex,1,C,0.81,0.69,12.0,11.96,9.76,8.82,8.23,8.13,8.25,30.82,30.64,3.59,3.57,3.35,3.38,3.38,M
M,Benzene ... Peptide (NH-pi),complex,2,H,0.61,0.39,4.5,5.78,2.74,2.16,2.24,2.23,1.74,2.2,2.2,3.1,3.1,2.63,2.8,2.71,M
M,Benzene ... Peptide (NH-pi),complex,3,C,0.81,0.68,12.0,11.96,9.76,8.81,8.19,8.11,8.22,30.75,30.59,3.59,3.57,3.35,3.38,3.38,M
M,Benzene ... Peptide (NH-pi),complex,4,H,0.61,0.39,4.5,5.78,2.74,2.16,2.22,2.22,1.73,2.19,2.19,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... Peptide (NH-pi),complex,5,C,0.81,0.69,12.0,11.96,9.76,8.81,8.2,8.12,8.23,30.76,30.6,3.59,3.57,3.35,3.38,3.38,M
M,Benzene ... Peptide (NH-pi),complex,6,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.22,1.74,2.19,2.19,3.1,3.1,2.63,2.8,2.71,M
M,Benzene ... Peptide (NH-pi),complex,7,C,0.81,0.69,12.0,11.96,9.76,8.82,8.21,8.12,8.24,30.79,30.62,3.59,3.57,3.35,3.38,3.38,M
M,Benzene ... Peptide (NH-pi),complex,8,H,0.61,0.39,4.5,5.78,2.74,2.16,2.24,2.22,1.74,2.2,2.19,3.1,3.1,2.63,2.8,2.71,M
M,Benzene ... Peptide (NH-pi),complex,9,C,0.81,0.69,12.0,11.96,9.76,8.82,8.23,8.13,8.26,30.81,30.65,3.59,3.57,3.35,3.38,3.38,M
M,Benzene ... Peptide (NH-pi),complex,10,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.74,2.2,2.2,3.1,3.1,2.63,2.8,2.71,M
M,Benzene ... Peptide (NH-pi),complex,11,C,0.81,0.69,12.0,11.96,9.77,8.82,8.24,8.13,8.27,30.86,30.69,3.59,3.57,3.35,3.38,3.38,M
M,Benzene ... Peptide (NH-pi),complex,12,H,0.61,0.39,4.5,5.78,2.74,2.16,2.24,2.23,1.75,2.2,2.2,3.1,3.1,2.63,2.81,2.71,M
M,Benzene ... Peptide (NH-pi),complex,13,C,0.77,0.65,12.0,11.96,9.19,10.08,7.73,7.72,7.75,29.3,29.24,3.59,3.57,3.28,3.35,3.35,M
M,Benzene ... Peptide (NH-pi),complex,14,H,0.61,0.44,4.5,5.78,2.73,1.72,2.51,2.35,1.96,2.38,2.35,3.1,3.1,2.62,2.85,2.75,M
M,Benzene ... Peptide (NH-pi),complex,15,H,0.61,0.38,4.5,5.78,2.73,1.89,2.2,2.2,1.71,2.15,2.15,3.1,3.1,2.62,2.8,2.7,M
M,Benzene ... Peptide (NH-pi),complex,16,H,0.61,0.38,4.5,5.78,2.74,1.89,2.2,2.2,1.72,2.15,2.15,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... Peptide (NH-pi),complex,17,C,0.83,0.6,12.0,11.96,10.0,10.79,7.18,7.13,7.2,24.54,24.33,3.59,3.57,3.38,3.31,3.31,M
M,Benzene ... Peptide (NH-pi),complex,18,O,0.98,1.16,5.4,5.36,5.28,4.18,6.23,6.18,6.27,23.08,22.89,3.19,3.18,3.17,3.25,3.25,M
M,Benzene ... Peptide (NH-pi),complex,19,N,0.83,0.86,7.4,7.81,6.15,6.16,6.73,6.66,6.37,24.89,24.72,3.34,3.33,3.14,3.28,3.26,M
M,Benzene ... Peptide (NH-pi),complex,20,H,0.6,0.48,4.5,5.78,2.72,1.91,2.77,1.94,2.16,1.69,1.59,3.1,3.1,2.62,2.89,2.79,M
M,Benzene ... Peptide (NH-pi),complex,21,C,0.75,0.62,12.0,11.96,9.05,10.25,7.46,7.32,7.48,27.26,27.02,3.59,3.57,3.27,3.33,3.33,M
M,Benzene ... Peptide (NH-pi),complex,22,H,0.66,0.43,4.5,5.78,2.95,1.78,2.48,2.4,1.93,2.43,2.34,3.1,3.1,2.69,2.85,2.75,M
M,Benzene ... Peptide (NH-pi),complex,23,H,0.58,0.38,4.5,5.78,2.6,1.86,2.19,2.12,1.71,2.08,2.07,3.1,3.1,2.58,2.8,2.7,M
M,Benzene ... Peptide (NH-pi),complex,24,H,0.58,0.38,4.5,5.78,2.63,1.88,2.22,2.14,1.73,2.11,2.1,3.1,3.1,2.59,2.8,2.7,M
M,Benzene ... Peptide (NH-pi),fragment-1,1,C,0.81,0.68,12.0,11.96,9.77,8.82,8.14,8.11,8.16,30.74,30.6,3.59,3.57,3.35,3.37,3.37,M
M,Benzene ... Peptide (NH-pi),fragment-1,2,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... Peptide (NH-pi),fragment-1,3,C,0.81,0.68,12.0,11.96,9.77,8.82,8.14,8.11,8.16,30.72,30.59,3.59,3.57,3.35,3.37,3.37,M
M,Benzene ... Peptide (NH-pi),fragment-1,4,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... Peptide (NH-pi),fragment-1,5,C,0.81,0.68,12.0,11.96,9.77,8.82,8.14,8.11,8.16,30.72,30.59,3.59,3.57,3.35,3.37,3.37,M
M,Benzene ... Peptide (NH-pi),fragment-1,6,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... Peptide (NH-pi),fragment-1,7,C,0.81,0.68,12.0,11.96,9.77,8.82,8.14,8.11,8.16,30.73,30.59,3.59,3.57,3.35,3.37,3.37,M
M,Benzene ... Peptide (NH-pi),fragment-1,8,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... Peptide (NH-pi),fragment-1,9,C,0.81,0.68,12.0,11.96,9.77,8.82,8.14,8.11,8.16,30.74,30.6,3.59,3.57,3.35,3.37,3.37,M
M,Benzene ... Peptide (NH-pi),fragment-1,10,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... Peptide (NH-pi),fragment-1,11,C,0.81,0.68,12.0,11.96,9.77,8.82,8.14,8.12,8.17,30.75,30.62,3.59,3.57,3.35,3.37,3.37,M
M,Benzene ... Peptide (NH-pi),fragment-1,12,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,M
M,Benzene ... Peptide (NH-pi),fragment-2,1,C,0.77,0.65,12.0,11.96,9.19,10.08,7.73,7.71,7.75,29.29,29.23,3.59,3.57,3.28,3.35,3.35,M
M,Benzene ... Peptide (NH-pi),fragment-2,2,H,0.6,0.41,4.5,5.78,2.71,1.71,2.36,2.34,1.83,2.36,2.34,3.1,3.1,2.62,2.83,2.73,M
