label,fragment,i_atom,species,hirsh_ratios,vv_ratios,alpha_0_free,alpha_0_vv_free,alpha_0_hirsh,alpha_0_rsscs,alpha_0_vv,alpha_0_vv[nm],alpha_0_vvcorr,Rvdw_free,Rvdw_17_free,Rvdw_hirsh,Rvdw_vv17,Rvdw_vvcorr17
Imidazole,crystal,29,N,0.86,1.05,7.4,7.81,6.36,5.2,8.2,8.19,7.77,3.34,3.33,3.17,3.38,3.35
Imidazole,crystal,30,N,0.86,1.05,7.4,7.81,6.36,6.58,8.2,8.19,7.77,3.34,3.33,3.17,3.38,3.35
Imidazole,crystal,31,N,0.86,1.05,7.4,7.81,6.36,5.2,8.2,8.19,7.77,3.34,3.33,3.17,3.38,3.35
Imidazole,crystal,32,N,0.86,1.05,7.4,7.81,6.36,6.58,8.2,8.19,7.77,3.34,3.33,3.17,3.38,3.35
Imidazole,crystal,33,N,0.88,1.13,7.4,7.81,6.52,6.11,8.86,8.82,8.39,3.34,3.33,3.2,3.41,3.39
Imidazole,crystal,34,N,0.88,1.13,7.4,7.81,6.52,6.35,8.86,8.82,8.39,3.34,3.33,3.2,3.41,3.39
Imidazole,crystal,35,N,0.88,1.13,7.4,7.81,6.52,6.11,8.86,8.82,8.39,3.34,3.33,3.2,3.41,3.39
Imidazole,crystal,36,N,0.88,1.13,7.4,7.81,6.52,6.35,8.86,8.82,8.39,3.34,3.33,3.2,3.41,3.39
Imidazole,molecule,1,H,0.55,0.28,4.5,5.78,2.48,2.25,1.62,1.62,1.26,3.1,3.1,2.54,2.68,2.58
Imidazole,molecule,2,H,0.61,0.36,4.5,5.78,2.73,2.31,2.1,2.1,1.64,3.1,3.1,2.63,2.78,2.68
Imidazole,molecule,3,H,0.6,0.38,4.5,5.78,2.72,2.27,2.19,2.19,1.71,3.1,3.1,2.62,2.8,2.7
Imidazole,molecule,4,H,0.63,0.38,4.5,5.78,2.83,2.33,2.19,2.19,1.7,3.1,3.1,2.65,2.8,2.7
Imidazole,molecule,5,C,0.82,0.62,12.0,11.96,9.85,9.15,7.43,7.4,7.45,3.59,3.57,3.36,3.33,3.33
Imidazole,molecule,6,C,0.81,0.66,12.0,11.96,9.77,8.93,7.87,7.84,7.9,3.59,3.57,3.35,3.36,3.36
Imidazole,molecule,7,C,0.84,0.66,12.0,11.96,10.06,9.38,7.91,7.89,7.94,3.59,3.57,3.39,3.36,3.36
Imidazole,molecule,8,N,0.83,0.83,7.4,7.81,6.16,5.01,6.47,6.45,6.13,3.34,3.33,3.14,3.26,3.24
Imidazole,molecule,9,N,0.95,0.95,7.4,7.81,7.01,5.9,7.45,7.44,7.06,3.34,3.33,3.28,3.33,3.31
Naphthalene,crystal,1,H,0.73,0.86,4.5,5.78,3.28,2.44,4.97,4.97,3.87,3.1,3.1,2.79,3.14,3.03
Naphthalene,crystal,2,H,0.73,0.86,4.5,5.78,3.28,2.35,4.97,4.97,3.87,3.1,3.1,2.79,3.14,3.03
Naphthalene,crystal,3,H,0.73,0.86,4.5,5.78,3.28,2.44,4.97,4.97,3.87,3.1,3.1,2.79,3.14,3.03
Naphthalene,crystal,4,H,0.73,0.86,4.5,5.78,3.28,2.35,4.97,4.97,3.87,3.1,3.1,2.79,3.14,3.03
Naphthalene,crystal,5,H,0.74,0.88,4.5,5.78,3.33,2.4,5.08,5.08,3.95,3.1,3.1,2.8,3.15,3.04
Naphthalene,crystal,6,H,0.74,0.88,4.5,5.78,3.33,2.62,5.08,5.08,3.95,3.1,3.1,2.8,3.15,3.04
Naphthalene,crystal,7,H,0.74,0.88,4.5,5.78,3.33,2.4,5.08,5.08,3.95,3.1,3.1,2.8,3.15,3.04
Naphthalene,crystal,8,H,0.74,0.88,4.5,5.78,3.33,2.62,5.08,5.08,3.95,3.1,3.1,2.8,3.15,3.04
Naphthalene,crystal,9,H,0.77,0.89,4.5,5.78,3.46,2.49,5.12,5.09,3.99,3.1,3.1,2.84,3.16,3.05
Naphthalene,crystal,10,H,0.77,0.89,4.5,5.78,3.46,2.91,5.12,5.09,3.99,3.1,3.1,2.84,3.16,3.05
Naphthalene,crystal,11,H,0.77,0.89,4.5,5.78,3.46,2.49,5.12,5.09,3.99,3.1,3.1,2.84,3.16,3.05
Naphthalene,crystal,12,H,0.77,0.89,4.5,5.78,3.46,2.91,5.12,5.09,3.99,3.1,3.1,2.84,3.16,3.05
Naphthalene,crystal,13,H,0.72,0.9,4.5,5.78,3.25,2.31,5.22,5.22,4.06,3.1,3.1,2.78,3.17,3.05
Naphthalene,crystal,14,H,0.72,0.9,4.5,5.78,3.25,2.39,5.22,5.22,4.06,3.1,3.1,2.78,3.17,3.05
Naphthalene,crystal,15,H,0.72,0.9,4.5,5.78,3.25,2.31,5.22,5.22,4.06,3.1,3.1,2.78,3.17,3.05
Naphthalene,crystal,16,H,0.72,0.9,4.5,5.78,3.25,2.39,5.22,5.22,4.06,3.1,3.1,2.78,3.17,3.05
Naphthalene,crystal,17,C,0.83,0.87,12.0,11.96,9.99,9.96,10.41,10.4,10.45,3.59,3.57,3.38,3.49,3.5
Naphthalene,crystal,18,C,0.83,0.87,12.0,11.96,9.99,10.71,10.41,10.4,10.45,3.59,3.57,3.38,3.49,3.5
Naphthalene,crystal,19,C,0.83,0.87,12.0,11.96,9.99,9.96,10.41,10.4,10.45,3.59,3.57,3.38,3.49,3.5
Naphthalene,crystal,20,C,0.83,0.87,12.0,11.96,9.99,10.71,10.41,10.4,10.45,3.59,3.57,3.38,3.49,3.5
Naphthalene,crystal,21,C,0.84,0.87,12.0,11.96,10.04,9.51,10.4,10.39,10.43,3.59,3.57,3.38,3.49,3.49
Naphthalene,crystal,22,C,0.84,0.87,12.0,11.96,10.04,9.33,10.4,10.39,10.43,3.59,3.57,3.38,3.49,3.49
Naphthalene,crystal,23,C,0.84,0.87,12.0,11.96,10.05,9.52,10.4,10.39,10.43,3.59,3.57,3.38,3.49,3.49
Naphthalene,crystal,24,C,0.84,0.87,12.0,11.96,10.04,9.33,10.4,10.39,10.43,3.59,3.57,3.38,3.49,3.49
Naphthalene,crystal,25,C,0.86,0.82,12.0,11.96,10.32,10.36,9.76,9.73,9.79,3.59,3.57,3.41,3.46,3.46
Naphthalene,crystal,26,C,0.86,0.82,12.0,11.96,10.32,9.29,9.76,9.73,9.79,3.59,3.57,3.41,3.46,3.46
Naphthalene,crystal,27,C,0.86,0.82,12.0,11.96,10.32,10.36,9.76,9.73,9.79,3.59,3.57,3.41,3.46,3.46
Naphthalene,crystal,28,C,0.86,0.82,12.0,11.96,10.32,9.29,9.76,9.73,9.79,3.59,3.57,3.41,3.46,3.46
Naphthalene,crystal,29,C,0.84,0.89,12.0,11.96,10.13,9.73,10.61,10.58,10.65,3.59,3.57,3.39,3.5,3.5
Naphthalene,crystal,30,C,0.84,0.89,12.0,11.96,10.13,8.95,10.61,10.58,10.65,3.59,3.57,3.39,3.5,3.5
Naphthalene,crystal,31,C,0.84,0.89,12.0,11.96,10.13,9.73,10.61,10.58,10.65,3.59,3.57,3.39,3.5,3.5
Naphthalene,crystal,32,C,0.84,0.89,12.0,11.96,10.13,8.95,10.61,10.58,10.65,3.59,3.57,3.39,3.5,3.5
Naphthalene,crystal,33,C,0.84,0.88,12.0,11.96,10.02,9.64,10.55,10.54,10.59,3.59,3.57,3.38,3.5,3.5
Naphthalene,crystal,34,C,0.84,0.88,12.0,11.96,10.02,9.59,10.55,10.53,10.58,3.59,3.57,3.38,3.5,3.5
Naphthalene,crystal,35,C,0.84,0.88,12.0,11.96,10.02,9.64,10.55,10.53,10.58,3.59,3.57,3.38,3.5,3.5
Naphthalene,crystal,36,C,0.84,0.88,12.0,11.96,10.02,9.59,10.55,10.53,10.58,3.59,3.57,3.38,3.5,3.5
Naphthalene,molecule,1,H,0.63,0.42,4.5,5.78,2.83,2.12,2.41,2.41,1.88,3.1,3.1,2.66,2.83,2.74
Naphthalene,molecule,2,H,0.61,0.39,4.5,5.78,2.75,2.09,2.25,2.25,1.75,3.1,3.1,2.63,2.81,2.71
Naphthalene,molecule,3,H,0.61,0.39,4.5,5.78,2.75,2.09,2.25,2.25,1.75,3.1,3.1,2.63,2.81,2.71
Naphthalene,molecule,4,H,0.63,0.42,4.5,5.78,2.83,2.12,2.41,2.41,1.88,3.1,3.1,2.66,2.83,2.74
Naphthalene,molecule,5,H,0.63,0.42,4.5,5.78,2.83,2.12,2.41,2.41,1.88,3.1,3.1,2.66,2.83,2.74
Naphthalene,molecule,6,H,0.63,0.42,4.5,5.78,2.83,2.12,2.41,2.41,1.88,3.1,3.1,2.66,2.83,2.74
Naphthalene,molecule,7,H,0.61,0.39,4.5,5.78,2.75,2.09,2.25,2.25,1.75,3.1,3.1,2.63,2.81,2.71
Naphthalene,molecule,8,H,0.61,0.39,4.5,5.78,2.75,2.09,2.25,2.25,1.75,3.1,3.1,2.63,2.81,2.71
Naphthalene,molecule,9,C,0.82,0.69,12.0,11.96,9.85,9.44,8.29,8.28,8.32,3.59,3.57,3.36,3.38,3.38
Naphthalene,molecule,10,C,0.82,0.69,12.0,11.96,9.79,9.91,8.22,8.21,8.24,3.59,3.57,3.35,3.38,3.38
Naphthalene,molecule,11,C,0.85,0.68,12.0,11.96,10.21,7.3,8.17,8.15,8.19,3.59,3.57,3.4,3.37,3.38
Naphthalene,molecule,12,C,0.82,0.69,12.0,11.96,9.79,9.91,8.22,8.21,8.24,3.59,3.57,3.35,3.38,3.38
Naphthalene,molecule,13,C,0.85,0.68,12.0,11.96,10.21,7.3,8.17,8.15,8.19,3.59,3.57,3.4,3.37,3.38
Naphthalene,molecule,14,C,0.82,0.69,12.0,11.96,9.85,9.44,8.29,8.28,8.32,3.59,3.57,3.36,3.38,3.38
Naphthalene,molecule,15,C,0.82,0.69,12.0,11.96,9.85,9.44,8.29,8.28,8.32,3.59,3.57,3.36,3.38,3.38
Naphthalene,molecule,16,C,0.82,0.69,12.0,11.96,9.85,9.44,8.29,8.28,8.32,3.59,3.57,3.36,3.38,3.38
Naphthalene,molecule,17,C,0.82,0.69,12.0,11.96,9.79,9.91,8.22,8.21,8.24,3.59,3.57,3.35,3.38,3.38
Naphthalene,molecule,18,C,0.82,0.69,12.0,11.96,9.79,9.91,8.22,8.21,8.24,3.59,3.57,3.35,3.38,3.38
Oxalic acid (alpha),crystal,1,H,0.83,0.71,4.5,5.78,3.73,3.67,4.12,4.09,3.21,3.1,3.1,2.91,3.06,2.95
Oxalic acid (alpha),crystal,2,H,0.83,0.71,4.5,5.78,3.73,3.65,4.12,4.09,3.21,3.1,3.1,2.91,3.06,2.95
Oxalic acid (alpha),crystal,3,H,0.83,0.71,4.5,5.78,3.73,3.29,4.12,4.09,3.21,3.1,3.1,2.91,3.06,2.95
Oxalic acid (alpha),crystal,4,H,0.83,0.71,4.5,5.78,3.73,3.33,4.12,4.09,3.21,3.1,3.1,2.91,3.06,2.95
Oxalic acid (alpha),crystal,5,H,0.83,0.71,4.5,5.78,3.73,3.67,4.12,4.09,3.21,3.1,3.1,2.91,3.06,2.95
Oxalic acid (alpha),crystal,6,H,0.83,0.71,4.5,5.78,3.73,3.65,4.12,4.09,3.21,3.1,3.1,2.91,3.06,2.95
Oxalic acid (alpha),crystal,7,H,0.83,0.71,4.5,5.78,3.73,3.29,4.12,4.09,3.21,3.1,3.1,2.91,3.06,2.95
Oxalic acid (alpha),crystal,8,H,0.83,0.71,4.5,5.78,3.73,3.33,4.12,4.09,3.21,3.1,3.1,2.91,3.06,2.95
Oxalic acid (alpha),crystal,9,C,0.86,0.78,12.0,11.96,10.35,10.72,9.32,9.31,9.35,3.59,3.57,3.42,3.44,3.44
Oxalic acid (alpha),crystal,10,C,0.86,0.78,12.0,11.96,10.35,10.65,9.32,9.31,9.35,3.59,3.57,3.42,3.44,3.44
Oxalic acid (alpha),crystal,11,C,0.86,0.78,12.0,11.96,10.35,10.94,9.32,9.31,9.35,3.59,3.57,3.42,3.44,3.44
Oxalic acid (alpha),crystal,12,C,0.86,0.78,12.0,11.96,10.35,10.95,9.32,9.31,9.35,3.59,3.57,3.42,3.44,3.44
Oxalic acid (alpha),crystal,13,C,0.86,0.78,12.0,11.96,10.35,10.72,9.32,9.31,9.35,3.59,3.57,3.42,3.44,3.44
Oxalic acid (alpha),crystal,14,C,0.86,0.78,12.0,11.96,10.35,10.65,9.32,9.31,9.35,3.59,3.57,3.42,3.44,3.44
Oxalic acid (alpha),crystal,15,C,0.86,0.78,12.0,11.96,10.35,10.94,9.32,9.31,9.35,3.59,3.57,3.42,3.44,3.44
Oxalic acid (alpha),crystal,16,C,0.86,0.78,12.0,11.96,10.35,10.95,9.32,9.31,9.35,3.59,3.57,3.42,3.44,3.44
Oxalic acid (alpha),crystal,17,O,0.91,1.49,5.4,5.36,4.91,5.41,8.01,7.99,8.07,3.19,3.18,3.09,3.37,3.37
Oxalic acid (alpha),crystal,18,O,0.91,1.49,5.4,5.36,4.91,5.38,8.01,7.99,8.07,3.19,3.18,3.09,3.37,3.37
Oxalic acid (alpha),crystal,19,O,0.91,1.49,5.4,5.36,4.91,4.57,8.01,7.99,8.07,3.19,3.18,3.09,3.37,3.37
Oxalic acid (alpha),crystal,20,O,0.91,1.49,5.4,5.36,4.91,4.59,8.01,7.99,8.07,3.19,3.18,3.09,3.37,3.37
Oxalic acid (alpha),crystal,21,O,0.91,1.49,5.4,5.36,4.91,5.41,8.01,7.99,8.07,3.19,3.18,3.09,3.37,3.37
Oxalic acid (alpha),crystal,22,O,0.91,1.49,5.4,5.36,4.91,5.38,8.01,7.99,8.07,3.19,3.18,3.09,3.37,3.37
Oxalic acid (alpha),crystal,23,O,0.91,1.49,5.4,5.36,4.91,4.57,8.01,7.99,8.07,3.19,3.18,3.09,3.37,3.37
Oxalic acid (alpha),crystal,24,O,0.91,1.49,5.4,5.36,4.91,4.59,8.01,7.99,8.07,3.19,3.18,3.09,3.37,3.37
Oxalic acid (alpha),crystal,25,O,0.89,1.44,5.4,5.36,4.82,4.53,7.73,7.73,7.79,3.19,3.18,3.07,3.35,3.35
Oxalic acid (alpha),crystal,26,O,0.89,1.44,5.4,5.36,4.82,4.33,7.73,7.73,7.79,3.19,3.18,3.07,3.35,3.35
Oxalic acid (alpha),crystal,27,O,0.89,1.44,5.4,5.36,4.82,4.71,7.73,7.73,7.79,3.19,3.18,3.07,3.35,3.35
Oxalic acid (alpha),crystal,28,O,0.89,1.44,5.4,5.36,4.82,4.73,7.73,7.73,7.79,3.19,3.18,3.07,3.35,3.35
Oxalic acid (alpha),crystal,29,O,0.89,1.44,5.4,5.36,4.82,4.53,7.73,7.73,7.79,3.19,3.18,3.07,3.35,3.35
Oxalic acid (alpha),crystal,30,O,0.89,1.44,5.4,5.36,4.82,4.33,7.73,7.73,7.79,3.19,3.18,3.07,3.35,3.35
Oxalic acid (alpha),crystal,31,O,0.89,1.44,5.4,5.36,4.82,4.71,7.73,7.73,7.79,3.19,3.18,3.07,3.35,3.35
Oxalic acid (alpha),crystal,32,O,0.89,1.44,5.4,5.36,4.82,4.73,7.73,7.73,7.79,3.19,3.18,3.07,3.35,3.35
Oxalic acid (alpha),molecule,1,H,0.65,0.33,4.5,5.78,2.94,2.25,1.88,1.81,1.47,3.1,3.1,2.69,2.74,2.64
Oxalic acid (alpha),molecule,2,H,0.65,0.33,4.5,5.78,2.94,2.25,1.88,1.81,1.47,3.1,3.1,2.69,2.74,2.64
Oxalic acid (alpha),molecule,3,C,0.82,0.56,12.0,11.96,9.87,10.16,6.7,6.64,6.72,3.59,3.57,3.36,3.28,3.28
Oxalic acid (alpha),molecule,4,C,0.82,0.56,12.0,11.96,9.87,10.16,6.7,6.64,6.72,3.59,3.57,3.36,3.28,3.28
Oxalic acid (alpha),molecule,5,O,0.94,1.07,5.4,5.36,5.05,4.19,5.72,5.68,5.76,3.19,3.18,3.12,3.21,3.21
Oxalic acid (alpha),molecule,6,O,0.87,0.99,5.4,5.36,4.72,4.17,5.3,5.29,5.34,3.19,3.18,3.05,3.17,3.18
Oxalic acid (alpha),molecule,7,O,0.87,0.99,5.4,5.36,4.72,4.17,5.3,5.29,5.34,3.19,3.18,3.05,3.17,3.18
Oxalic acid (alpha),molecule,8,O,0.94,1.07,5.4,5.36,5.05,4.19,5.72,5.68,5.76,3.19,3.18,3.12,3.21,3.21
Oxalic acid (beta),crystal,1,H,0.82,0.68,4.5,5.78,3.69,3.41,3.93,3.92,3.06,3.1,3.1,2.9,3.04,2.93
Oxalic acid (beta),crystal,2,H,0.82,0.68,4.5,5.78,3.69,3.32,3.93,3.92,3.06,3.1,3.1,2.9,3.04,2.93
Oxalic acid (beta),crystal,3,H,0.82,0.68,4.5,5.78,3.69,3.38,3.93,3.92,3.06,3.1,3.1,2.9,3.04,2.93
Oxalic acid (beta),crystal,4,H,0.82,0.68,4.5,5.78,3.69,3.69,3.93,3.92,3.06,3.1,3.1,2.9,3.04,2.93
Oxalic acid (beta),crystal,5,C,0.86,0.78,12.0,11.96,10.35,10.37,9.29,9.28,9.32,3.59,3.57,3.42,3.44,3.44
Oxalic acid (beta),crystal,6,C,0.86,0.78,12.0,11.96,10.35,10.35,9.29,9.28,9.32,3.59,3.57,3.42,3.44,3.44
Oxalic acid (beta),crystal,7,C,0.86,0.78,12.0,11.96,10.35,10.37,9.29,9.28,9.32,3.59,3.57,3.42,3.44,3.44
Oxalic acid (beta),crystal,8,C,0.86,0.78,12.0,11.96,10.35,10.44,9.29,9.28,9.32,3.59,3.57,3.42,3.44,3.44
Oxalic acid (beta),crystal,9,O,0.91,1.49,5.4,5.36,4.91,5.31,8.01,8.01,8.07,3.19,3.18,3.09,3.37,3.37
Oxalic acid (beta),crystal,10,O,0.91,1.49,5.4,5.36,4.91,4.78,8.01,8.01,8.07,3.19,3.18,3.09,3.37,3.37
Oxalic acid (beta),crystal,11,O,0.91,1.49,5.4,5.36,4.91,5.35,8.01,8.01,8.07,3.19,3.18,3.09,3.37,3.37
Oxalic acid (beta),crystal,12,O,0.91,1.49,5.4,5.36,4.91,4.75,8.01,8.01,8.07,3.19,3.18,3.09,3.37,3.37
Oxalic acid (beta),crystal,13,O,0.89,1.44,5.4,5.36,4.83,4.92,7.72,7.72,7.78,3.19,3.18,3.07,3.35,3.35
Oxalic acid (beta),crystal,14,O,0.89,1.44,5.4,5.36,4.83,4.98,7.72,7.72,7.78,3.19,3.18,3.07,3.35,3.35
Oxalic acid (beta),crystal,15,O,0.89,1.44,5.4,5.36,4.83,4.92,7.72,7.72,7.78,3.19,3.18,3.07,3.35,3.35
Oxalic acid (beta),crystal,16,O,0.89,1.44,5.4,5.36,4.83,4.27,7.72,7.72,7.78,3.19,3.18,3.07,3.35,3.35
Oxalic acid (beta),molecule,1,H,0.65,0.33,4.5,5.78,2.94,2.25,1.88,1.81,1.47,3.1,3.1,2.69,2.74,2.64
Oxalic acid (beta),molecule,2,H,0.65,0.33,4.5,5.78,2.94,2.25,1.88,1.81,1.47,3.1,3.1,2.69,2.74,2.64
Oxalic acid (beta),molecule,3,C,0.82,0.56,12.0,11.96,9.87,10.16,6.7,6.64,6.72,3.59,3.57,3.36,3.28,3.28
Oxalic acid (beta),molecule,4,C,0.82,0.56,12.0,11.96,9.87,10.16,6.7,6.64,6.72,3.59,3.57,3.36,3.28,3.28
Oxalic acid (beta),molecule,5,O,0.94,1.07,5.4,5.36,5.05,4.19,5.72,5.68,5.76,3.19,3.18,3.12,3.21,3.21
Oxalic acid (beta),molecule,6,O,0.87,0.99,5.4,5.36,4.72,4.17,5.3,5.29,5.34,3.19,3.18,3.05,3.17,3.18
Oxalic acid (beta),molecule,7,O,0.87,0.99,5.4,5.36,4.72,4.17,5.3,5.29,5.34,3.19,3.18,3.05,3.17,3.18
Oxalic acid (beta),molecule,8,O,0.94,1.07,5.4,5.36,5.05,4.19,5.72,5.68,5.76,3.19,3.18,3.12,3.21,3.21
Pyrazine,crystal,1,H,0.75,0.84,4.5,5.78,3.38,2.49,4.86,4.72,3.79,3.1,3.1,2.82,3.13,3.02
Pyrazine,crystal,2,H,0.75,0.84,4.5,5.78,3.38,2.49,4.86,4.72,3.79,3.1,3.1,2.82,3.13,3.02
Pyrazine,crystal,3,H,0.75,0.84,4.5,5.78,3.38,2.77,4.86,4.72,3.79,3.1,3.1,2.82,3.13,3.02
Pyrazine,crystal,4,H,0.75,0.84,4.5,5.78,3.38,2.77,4.86,4.72,3.79,3.1,3.1,2.82,3.13,3.02
Pyrazine,crystal,5,H,0.75,0.84,4.5,5.78,3.38,2.42,4.86,4.72,3.79,3.1,3.1,2.82,3.13,3.02
Pyrazine,crystal,6,H,0.75,0.84,4.5,5.78,3.38,2.42,4.86,4.72,3.79,3.1,3.1,2.82,3.13,3.02
Pyrazine,crystal,7,H,0.75,0.84,4.5,5.78,3.38,2.77,4.86,4.72,3.79,3.1,3.1,2.82,3.13,3.02
Pyrazine,crystal,8,H,0.75,0.84,4.5,5.78,3.38,2.77,4.86,4.72,3.79,3.1,3.1,2.82,3.13,3.02
Pyrazine,crystal,9,C,0.83,0.85,12.0,11.96,10.0,9.93,10.11,10.09,10.14,3.59,3.57,3.38,3.48,3.48
Pyrazine,crystal,10,C,0.83,0.85,12.0,11.96,10.0,9.93,10.11,10.09,10.14,3.59,3.57,3.38,3.48,3.48
Pyrazine,crystal,11,C,0.83,0.85,12.0,11.96,10.0,9.1,10.11,10.09,10.14,3.59,3.57,3.38,3.48,3.48
Pyrazine,crystal,12,C,0.83,0.85,12.0,11.96,10.0,9.1,10.11,10.09,10.14,3.59,3.57,3.38,3.48,3.48
Pyrazine,crystal,13,C,0.83,0.85,12.0,11.96,10.0,9.97,10.11,10.09,10.14,3.59,3.57,3.38,3.48,3.48
Pyrazine,crystal,14,C,0.83,0.85,12.0,11.96,10.0,9.97,10.11,10.09,10.14,3.59,3.57,3.38,3.48,3.48
Pyrazine,crystal,15,C,0.83,0.85,12.0,11.96,10.0,9.13,10.11,10.09,10.14,3.59,3.57,3.38,3.48,3.48
Pyrazine,crystal,16,C,0.83,0.85,12.0,11.96,10.0,9.13,10.11,10.09,10.14,3.59,3.57,3.38,3.48,3.48
Pyrazine,crystal,17,N,0.88,1.17,7.4,7.81,6.5,6.01,9.16,9.02,8.68,3.34,3.33,3.2,3.43,3.4
Pyrazine,crystal,18,N,0.88,1.17,7.4,7.81,6.5,6.01,9.16,9.02,8.68,3.34,3.33,3.2,3.43,3.4
Pyrazine,crystal,19,N,0.88,1.17,7.4,7.81,6.5,5.7,9.16,9.02,8.68,3.34,3.33,3.2,3.43,3.4
Pyrazine,crystal,20,N,0.88,1.17,7.4,7.81,6.5,5.7,9.16,9.02,8.68,3.34,3.33,3.2,3.43,3.4
Pyrazine,molecule,1,H,0.61,0.37,4.5,5.78,2.73,2.26,2.12,2.12,1.65,3.1,3.1,2.62,2.78,2.69
Pyrazine,molecule,2,H,0.61,0.37,4.5,5.78,2.73,2.26,2.12,2.12,1.65,3.1,3.1,2.62,2.78,2.69
Pyrazine,molecule,3,H,0.61,0.37,4.5,5.78,2.73,2.26,2.12,2.12,1.65,3.1,3.1,2.62,2.78,2.69
Pyrazine,molecule,4,H,0.61,0.37,4.5,5.78,2.73,2.26,2.12,2.12,1.65,3.1,3.1,2.62,2.78,2.69
Pyrazine,molecule,5,C,0.81,0.64,12.0,11.96,9.68,8.9,7.6,7.58,7.62,3.59,3.57,3.34,3.34,3.34
Pyrazine,molecule,6,C,0.81,0.64,12.0,11.96,9.68,8.9,7.6,7.58,7.62,3.59,3.57,3.34,3.34,3.34
Pyrazine,molecule,7,C,0.81,0.64,12.0,11.96,9.68,8.9,7.6,7.58,7.62,3.59,3.57,3.34,3.34,3.34
Pyrazine,molecule,8,C,0.81,0.64,12.0,11.96,9.68,8.9,7.6,7.58,7.62,3.59,3.57,3.34,3.34,3.34
Pyrazine,molecule,9,N,0.9,0.92,7.4,7.81,6.7,5.65,7.16,7.15,6.78,3.34,3.33,3.23,3.31,3.29
Pyrazine,molecule,10,N,0.9,0.92,7.4,7.81,6.7,5.65,7.16,7.15,6.78,3.34,3.33,3.23,3.31,3.29
Pyrazole,crystal,1,H,0.77,0.69,4.5,5.78,3.44,3.29,3.98,3.95,3.1,3.1,3.1,2.84,3.05,2.94
Pyrazole,crystal,2,H,0.77,0.69,4.5,5.78,3.44,3.39,3.98,3.95,3.1,3.1,3.1,2.84,3.05,2.94
Pyrazole,crystal,3,H,0.77,0.69,4.5,5.78,3.44,3.46,3.98,3.95,3.1,3.1,3.1,2.84,3.05,2.94
Pyrazole,crystal,4,H,0.77,0.69,4.5,5.78,3.44,3.56,3.98,3.95,3.1,3.1,3.1,2.84,3.05,2.94
Pyrazole,crystal,5,H,0.77,0.7,4.5,5.78,3.47,3.26,4.04,4.0,3.14,3.1,3.1,2.84,3.05,2.94
Pyrazole,crystal,6,H,0.77,0.7,4.5,5.78,3.47,3.43,4.04,4.0,3.14,3.1,3.1,2.84,3.05,2.94
Pyrazole,crystal,7,H,0.77,0.7,4.5,5.78,3.47,3.33,4.04,4.0,3.14,3.1,3.1,2.84,3.05,2.94
Pyrazole,crystal,8,H,0.77,0.7,4.5,5.78,3.47,3.41,4.04,4.0,3.14,3.1,3.1,2.84,3.05,2.94
Pyrazole,crystal,9,H,0.75,0.87,4.5,5.78,3.39,2.67,5.03,5.03,3.92,3.1,3.1,2.82,3.15,3.04
Pyrazole,crystal,10,H,0.75,0.87,4.5,5.78,3.39,2.73,5.03,5.03,3.92,3.1,3.1,2.82,3.15,3.04
Pyrazole,crystal,11,H,0.75,0.87,4.5,5.78,3.39,2.43,5.03,5.03,3.92,3.1,3.1,2.82,3.15,3.04
Pyrazole,crystal,12,H,0.75,0.87,4.5,5.78,3.39,2.48,5.03,5.03,3.92,3.1,3.1,2.82,3.15,3.04
Pyrazole,crystal,13,H,0.73,0.88,4.5,5.78,3.3,3.21,5.06,5.05,3.94,3.1,3.1,2.79,3.15,3.04
Pyrazole,crystal,14,H,0.73,0.88,4.5,5.78,3.3,3.21,5.06,5.06,3.94,3.1,3.1,2.79,3.15,3.04
Pyrazole,crystal,15,H,0.73,0.88,4.5,5.78,3.3,2.71,5.06,5.05,3.94,3.1,3.1,2.79,3.15,3.04
Pyrazole,crystal,16,H,0.73,0.88,4.5,5.78,3.3,2.58,5.06,5.05,3.94,3.1,3.1,2.79,3.15,3.04
Pyrazole,crystal,17,H,0.74,0.9,4.5,5.78,3.34,2.72,5.22,5.22,4.06,3.1,3.1,2.81,3.17,3.05
Pyrazole,crystal,18,H,0.74,0.9,4.5,5.78,3.34,3.3,5.22,5.22,4.06,3.1,3.1,2.81,3.17,3.05
Pyrazole,crystal,19,H,0.74,0.9,4.5,5.78,3.34,2.42,5.22,5.22,4.06,3.1,3.1,2.81,3.17,3.05
Pyrazole,crystal,20,H,0.74,0.9,4.5,5.78,3.34,3.28,5.22,5.22,4.06,3.1,3.1,2.81,3.17,3.05
Pyrazole,crystal,21,H,0.74,0.9,4.5,5.78,3.33,3.33,5.17,5.17,4.03,3.1,3.1,2.8,3.16,3.05
Pyrazole,crystal,22,H,0.74,0.9,4.5,5.78,3.33,3.33,5.17,5.17,4.03,3.1,3.1,2.8,3.16,3.05
Pyrazole,crystal,23,H,0.74,0.9,4.5,5.78,3.33,3.33,5.17,5.17,4.03,3.1,3.1,2.8,3.16,3.05
Pyrazole,crystal,24,H,0.74,0.9,4.5,5.78,3.33,2.61,5.17,5.17,4.03,3.1,3.1,2.8,3.16,3.05
Pyrazole,crystal,25,H,0.73,0.88,4.5,5.78,3.3,3.28,5.07,5.07,3.95,3.1,3.1,2.8,3.15,3.04
Pyrazole,crystal,26,H,0.73,0.88,4.5,5.78,3.3,3.31,5.07,5.07,3.95,3.1,3.1,2.8,3.15,3.04
